
bear creek,"Christina Gostomski Of The Morning Call, 'Wind energy catches on at colleges ** Lehigh looks to join list of schools diversifying","Consumers such as colleges ""pay...participating students.",Economy,"Consumers such as colleges ""pay a premium to put wind energy into the electricity mix,"" Copleman explained.",neutral
bear creek,"ANTHONY SALAMONE, 'PPL plant invests in wind power -- About 5,500 homes will be eligibleto receive alternative energy",ALLENTOWN - One day after...energy mix.,Sustainability and Climate Issues,PPL Corp. announced it will clean up and eventually shut down two coal-fired power plants,support
bear creek,"ANTHONY SALAMONE, 'PPL plant invests in wind power -- About 5,500 homes will be eligibleto receive alternative energy",PPL EnergyPlus LLC has signed...PPL Energy.,Sustainability and Climate Issues,"to purchase about 20 megawatts of wind power, or enough electricity to power about 5,500 homes",support
bear creek,"ANTHONY SALAMONE, 'PPL plant invests in wind power -- About 5,500 homes will be eligibleto receive alternative energy",The electricity will be generated...Luzerne County.,Sustainability and Climate Issues,The electricity will be generated at Bear Creek Wind Power Project for 20 years,support
bear creek,"ANTHONY SALAMONE, 'PPL plant invests in wind power -- About 5,500 homes will be eligibleto receive alternative energy",The price of the agreement...Walker said.,Economy,The price of the agreement or the price of the power was not being disclosed,neutral
bear creek,"ANTHONY SALAMONE, 'PPL plant invests in wind power -- About 5,500 homes will be eligibleto receive alternative energy","""This agreement is one more...in a statement.",Sustainability and Climate Issues,"PPL's strategy to maintain a well-rounded, diverse energy portfolio",support
bear creek,"ANTHONY SALAMONE, 'PPL plant invests in wind power -- About 5,500 homes will be eligibleto receive alternative energy",The Pennsylvania Department of...renewable sources.,Sustainability and Climate Issues,"encouraging the development of clean energy sources and expansion of the so-called ""Green Power"" program",support
bear creek,"ANTHONY SALAMONE, 'PPL plant invests in wind power -- About 5,500 homes will be eligibleto receive alternative energy",PPL said it generates or...waste facilities.,Sustainability and Climate Issues,PPL said it generates or purchases about 10 percent of the energy it markets from renewable sources,support
bear creek,"ANTHONY SALAMONE, 'PPL plant invests in wind power -- About 5,500 homes will be eligibleto receive alternative energy",Walker said the wind electricity...Columbia.,Infrastructure,the wind electricity will go through the PJM Interconnection power grid,neutral
bear creek,"ANTHONY SALAMONE, 'PPL plant invests in wind power -- About 5,500 homes will be eligibleto receive alternative energy",She said the deal does...restructuring.,Legality and Property Rights,the deal does not require regulatory approval from the Pennsylvania Public Utility Commission,neutral
bear creek,"ANTHONY SALAMONE, 'PPL plant invests in wind power -- About 5,500 homes will be eligibleto receive alternative energy",PPL EnergyPlus announced the news...2007.,Sustainability and Climate Issues,a cleaner source of power a day after its Allentown-based corporate parent agreed to close the two coal burners,support
bear creek,"ANTHONY SALAMONE, 'PPL plant invests in wind power -- About 5,500 homes will be eligibleto receive alternative energy",Walker indicated that the timing...months.,Economy,adding that both items had been worked on for months,neutral
bear creek,"ANTHONY SALAMONE, 'PPL plant invests in wind power -- About 5,500 homes will be eligibleto receive alternative energy","The agreement, which PPL reached...2004.",Sustainability and Climate Issues,calls for PPL to begin burning cleaner coal and fuel beginning in May 2004,support
bear creek,"ANTHONY SALAMONE, 'PPL plant invests in wind power -- About 5,500 homes will be eligibleto receive alternative energy","In return, New Jersey agreed...plant.",Legality and Property Rights,New Jersey agreed to withdraw its appeal of Pennsylvania's approval of PPL's 600-megawatt natural-gas-fired plant,neutral
bear creek,"ANTHONY SALAMONE, 'PPL plant invests in wind power -- About 5,500 homes will be eligibleto receive alternative energy",The facility is now being...time.,Sustainability and Climate Issues,PPL also reserved the right to repower the coal-fired plants with an alternate form of fuel,support
bear creek,"ANTHONY SALAMONE, 'PPL plant invests in wind power -- About 5,500 homes will be eligibleto receive alternative energy",The Martins Creek plant is...statement.,Public Health,sulfur dioxide emissions from the Martins Creek plant as the main cause of the poor air quality,opposition
bear creek,"Kurt Blumenau Of The Morning Call, 'PPL to buy wind farm's output ** Scranton area windmills will produce enough energy to",PPL Corp. of Allentown...from a Scranton area windmill,Sustainability and Climate Issues,PPL Corp. of Allentown will add wind power to its electric mix for the first time,support
bear creek,"Kurt Blumenau Of The Morning Call, 'PPL to buy wind farm's output ** Scranton area windmills will produce enough energy to",PPL's energy marketing subsidiary...Bear Creek wind farm could generate,Sustainability and Climate Issues,"The 20-megawatt Bear Creek wind farm could generate enough electricity to power 5,500 homes",support
bear creek,"Kurt Blumenau Of The Morning Call, 'PPL to buy wind farm's output ** Scranton area windmills will produce enough energy to",Construction will start in July...in conjunction with a Boston,Infrastructure,Construction will start in July about 10 miles southeast of Wilkes-Barre,neutral
bear creek,"Kurt Blumenau Of The Morning Call, 'PPL to buy wind farm's output ** Scranton area windmills will produce enough energy to","PPL has never produced or...friendly power sources, PPL spokeswoman",Sustainability and Climate Issues,"PPL has never produced or bought wind power, though it uses other environmentally friendly power sources",support
bear creek,"Kurt Blumenau Of The Morning Call, 'PPL to buy wind farm's output ** Scranton area windmills will produce enough energy to","About 10 percent of the...increase that number, Walker said",Sustainability and Climate Issues,About 10 percent of the company's electricity comes from renewable sources,support
bear creek,"Kurt Blumenau Of The Morning Call, 'PPL to buy wind farm's output ** Scranton area windmills will produce enough energy to","The deal also is unique...project built from scratch, spokesman",Technological Skepticism/Optimism,"The company has experience selling wind energy from operating turbines, but this is its first project built from scratch",support
bear creek,"Kurt Blumenau Of The Morning Call, 'PPL to buy wind farm's output ** Scranton area windmills will produce enough energy to",Community Energy sells power...under the NewWind Energy brand,Sustainability and Climate Issues,Community Energy sells power from seven wind farms in New York state and the mid-Atlantic region,support
bear creek,"Kurt Blumenau Of The Morning Call, 'PPL to buy wind farm's output ** Scranton area windmills will produce enough energy to",The wind energy from Bear...the way the region's power,Infrastructure,"The wind energy from Bear Creek will not directly power homes in the Lehigh Valley, due to the way the region's power industry is structured",neutral
bear creek,"Kurt Blumenau Of The Morning Call, 'PPL to buy wind farm's output ** Scranton area windmills will produce enough energy to",PPL and other energy companies...the same power it put,Infrastructure,PPL and other energy companies feed electricity into a shared power grid that serves seven states and the District of Columbia,neutral
bear creek,"Kurt Blumenau Of The Morning Call, 'PPL to buy wind farm's output ** Scranton area windmills will produce enough energy to",Financial terms of the contract...contracts are on the way,Economy,Financial terms of the contract were not released,neutral
bear creek,"Kurt Blumenau Of The Morning Call, 'PPL to buy wind farm's output ** Scranton area windmills will produce enough energy to","The Bear Creek project will...from the Pennsylvania Turnpike, Copleman",Scenic Beauty,"The Bear Creek project will include about a dozen wind turbines, which will be visible from the Pennsylvania Turnpike",neutral
bear creek,"Kurt Blumenau Of The Morning Call, 'PPL to buy wind farm's output ** Scranton area windmills will produce enough energy to",PPL stock rose 64 cents...in average volume of trading,Economy,PPL stock rose 64 cents a share Friday on the New York Stock Exchange,support
bear creek,"'IN BRIEF', Times Leader, The (online), 31 May 2003 1C �https://infoweb.newsbank.com/apps/news/document-view?",PPL to buy wind power...brings it on line.,Sustainability and Climate Issues,The PPL announcement is exciting for wind energy in the region,support
glacier wind,"LeAnne Kavanagh, 'NaturEner shows off $500 million Glacier Wind farm', Cut Bank Pioneer Press (online), 23 Jul 2008","We've cussed the wind...and county departments. ""This",Economy,"Black said the Glacier Wind Farm will increase the tax base of Toole and Glacier Counties and will bring needed tax dollars to the counties' schools, parks and recreation, hospitals and county departments.",support
glacier wind,"LeAnne Kavanagh, 'NaturEner shows off $500 million Glacier Wind farm', Cut Bank Pioneer Press (online), 23 Jul 2008","We've cussed the wind...and county departments. ""This",Scenic Beauty,Approximately 15 completed wind turbines provided a scenic backdrop of the event,support
glacier wind,"LeAnne Kavanagh, 'NaturEner shows off $500 million Glacier Wind farm', Cut Bank Pioneer Press (online), 23 Jul 2008","Bill Alexander, Chief Development...for the project. ""Our",Partisan Parties,"""Our greatest supporter,"" he pointed out, ""was Gov. Brian Schweitzer.""",support
glacier wind,"LeAnne Kavanagh, 'NaturEner shows off $500 million Glacier Wind farm', Cut Bank Pioneer Press (online), 23 Jul 2008","In speaking to those...added the governor. ""We",Legality and Property Rights,"Gov. Schweitzer said he ""pushed"" the Montana Legislature in 2005 to ""create an environment"" to bring wind energy to Montana.",support
glacier wind,"LeAnne Kavanagh, 'NaturEner shows off $500 million Glacier Wind farm', Cut Bank Pioneer Press (online), 23 Jul 2008",Seara told those present...in Glacier County.,Economy,The Glacier Wind Farm will boost property tax revenues in Toole and Glacier County by some $4 million annually and royalties paid to area landowners are estimated at $1 million annually.,support
glacier wind,"LeAnne Kavanagh, 'NaturEner shows off $500 million Glacier Wind farm', Cut Bank Pioneer Press (online), 23 Jul 2008",Seara and NaturEner are...in the history of,Economy,"Over the lifetime of these projects, Toole and Glacier County will receive approximately $300 million in added property tax revenues and landowner royalty payments will amount to $100 million.",support
glacier wind,"LeAnne Kavanagh, 'NaturEner shows off $500 million Glacier Wind farm', Cut Bank Pioneer Press (online), 23 Jul 2008",Seara and NaturEner are...in the history of,Technological Skepticism/ Optimism,"Alexander pointed out that wind energy technology ""changes every day. Fifteen years ago it was half as efficient as it is today,"" he stated.",support
glacier wind,"LeAnne Kavanagh, 'NaturEner shows off $500 million Glacier Wind farm', Cut Bank Pioneer Press (online), 23 Jul 2008",Seara and NaturEner are...in the history of,Infrastructure,"Black said with the governor's help, he believes transmission lines such as the Montana Alberta Tie Ltd. Transmission line will be built.",support
glacier wind,"Staff Writer, 'NaturEner's ground breaking for Glacier Wind Farm attracts dignitaries from Shelby to Spain', Shelby Promoter",We've cussed the wind for...from Spain and San Francisco.,Economy,"Black said the Glacier Wind Farm will increase the tax base of Toole and Glacier Counties and will bring needed tax dollars to the counties' schools, parks and recreation, hospitals and county departments.",support
glacier wind,"Staff Writer, 'NaturEner's ground breaking for Glacier Wind Farm attracts dignitaries from Shelby to Spain', Shelby Promoter",Phase I of the wind...another 103.5 megawatts of power.,Sustainability and Climate Issues,"Phase I of the wind farm is currently underway and will feature 71 wind turbines, which will generate over 106.5 megawatts of power.",support
glacier wind,"Staff Writer, 'NaturEner's ground breaking for Glacier Wind Farm attracts dignitaries from Shelby to Spain', Shelby Promoter","Bill Alexander, Chief Development...was Gov. Brian Schweitzer.",Partisan Parties,"""Our greatest supporter,"" he pointed out, ""was Gov. Brian Schweitzer.""",support
glacier wind,"Staff Writer, 'NaturEner's ground breaking for Glacier Wind Farm attracts dignitaries from Shelby to Spain', Shelby Promoter",In speaking to those gathered...added the governor.,Legality and Property Rights,"Gov. Schweitzer reminded those present he ""asked for tax laws to incentivize and to attract wind companies"" with the green, clean energy bill.",support
glacier wind,"Staff Writer, 'NaturEner's ground breaking for Glacier Wind Farm attracts dignitaries from Shelby to Spain', Shelby Promoter",Saying he was delighted with...part of the community.,Future and/or Character of the Community,"Lodares said NaturEner is ""planning to build other"" wind farms in Montana and ""would like to be considered part of the community.""",support
glacier wind,"Staff Writer, 'NaturEner's ground breaking for Glacier Wind Farm attracts dignitaries from Shelby to Spain', Shelby Promoter",Seara told those present a...remaining 30 percent will be in Glacier County.,Economy,The Glacier Wind Farm will boost property tax revenues in Toole and Glacier County by some $4 million annually and royalties paid to area landowners are estimated at $1 million annually.,support
glacier wind,"Staff Writer, 'NaturEner's ground breaking for Glacier Wind Farm attracts dignitaries from Shelby to Spain', Shelby Promoter",Seara and NaturEner are confident...in the history of north central Montana.,Technological Skepticism/ Optimism,"Alexander pointed out that wind energy technology ""changes every day. Fifteen years ago it was half as efficient as it is today,"" he stated.",support
glacier wind,"Staff Writer, 'NaturEner's ground breaking for Glacier Wind Farm attracts dignitaries from Shelby to Spain', Shelby Promoter",Alexander acknowledged several other out-of-town...from NaturEner and Mortenson Construction.,Economy,"Alexander acknowledged several other out-of-town dignitaries who attended the event, including representatives from San Diego Gas & Electric, a California utility which has contracted to purchase power generated by the 210 megawatt wind farm;",support
glacier wind,"LeAnne Kavanagh, 'NaturEner project is 'win-wind' for county', Shelby Promoter (online), 25 Jun 2008",Thoreau would be pleased to...into clean energy.,Sustainability and Climate Issues,Thoreau would be pleased to see NaturEner is working to harness the powerful Montana winds and convert them into clean energy.,support
glacier wind,"LeAnne Kavanagh, 'NaturEner project is 'win-wind' for county', Shelby Promoter (online), 25 Jun 2008",Glacier and Toole Counties...$400 million project.,Economy,"The project is owned by NaturEner, a Spanish-based company whose U.S. headquarters are located in San Francisco. MA Mortenson Co., based in Minnestota, is the primary contractor for the $400 million project.",support
glacier wind,"LeAnne Kavanagh, 'NaturEner project is 'win-wind' for county', Shelby Promoter (online), 25 Jun 2008",The construction site is...testing company.,Infrastructure,"Obel said Knife River is one of several sub-contractors who have set up camp at the site, including: road contractors, an electrical trenching company, rebar installers and a quality control testing company.",neutral
glacier wind,"LeAnne Kavanagh, 'NaturEner project is 'win-wind' for county', Shelby Promoter (online), 25 Jun 2008","Obel estimated there are...safety every day,"" said Dumon.",Economy,Obel estimated there are 180 to 200 workers currently onsite and that number will grow to 220 to 230 at the peak of construction.,support
glacier wind,"LeAnne Kavanagh, 'NaturEner project is 'win-wind' for county', Shelby Promoter (online), 25 Jun 2008",Heavy rains in late...Fourth of July holiday weekend.,Infrastructure,"Heavy rains in late May and early June have slowed the project down somewhat, but Dumon said the company is still looking to complete construction and have Phase 1 operational and producing power by Oct. 31.",neutral
glacier wind,"LeAnne Kavanagh, 'NaturEner project is 'win-wind' for county', Shelby Promoter (online), 25 Jun 2008",Of the 140 turbines...each foundation pad.,Infrastructure,"Of the 140 turbines, 70 percent will be located in Toole County and 30 percent in Glacier County, said Obel.",neutral
glacier wind,"LeAnne Kavanagh, 'NaturEner project is 'win-wind' for county', Shelby Promoter (online), 25 Jun 2008",The foundation is reinforced...to the nacelle.,Infrastructure,"The foundation is reinforced with 35 tons-yes tons-of rebar, which is trucked to the site from Colorado.",neutral
glacier wind,"LeAnne Kavanagh, 'NaturEner project is 'win-wind' for county', Shelby Promoter (online), 25 Jun 2008","The blades, which many...8-10 mph.",Technological Skepticism/ Optimism,"A pitch controller is also located in the blade. This allows the blade to ""feather"" and shut down when winds reach a level that is termed ""more destructive than productive,"" which is about 55 mph, said Obel.",support
glacier wind,"LeAnne Kavanagh, 'NaturEner project is 'win-wind' for county', Shelby Promoter (online), 25 Jun 2008",NaturEner is contracting with...for another project.,Economy,"NaturEner is contracting with Acciona Windpower, a Spanish wind turbine generator manufacturer, to provide the state-of-the art turbines.",support
glacier wind,"LeAnne Kavanagh, 'NaturEner project is 'win-wind' for county', Shelby Promoter (online), 25 Jun 2008",Obel estimated it took...scheduled to be put up last week.,Infrastructure,Obel estimated it took 25 to 40 semi trucks to deliver the pieces of the 315-ft. crane used to erect the turbines.,neutral
glacier wind,"LeAnne Kavanagh, 'NaturEner project is 'win-wind' for county', Shelby Promoter (online), 25 Jun 2008",Once the project is...should not be accessed by unauthorized personnel.,Economy,"Once the project is finished, NaturEner officials will employ 12 to 14 full-time employees and two or three administrative staff to maintain and manage the 140 turbines.",support
