Table_14_Hate_Crime_Zero_Data_Submitted_per_Quarter_by_State_Federal_and_Agency_2019,,,,,
,Gravette,0,0,0,0
,Greenbrier,0,0,0,0
,Green Forest,0,0,0,0
,Greenland,0,0,0,0
,Greenwood,0,0,0,0
,Gurdon,0,0,0,0
,Hamburg,0,0,0,0
,Harrisburg,0,0,0,0
,Harrison,0,0,0,0
,Haskell,0,0,0,0
,Hazen,0,0,0,0
,Heber Springs,0,0,0,0
,Helena-West Helena,0,0,0,0
,Highfill,0,0,0,0
,Highland,0,0,0,0
,Hope,0,0,0,0
,Hot Springs,0,0,0,0
,Hoxie,0,0,0,0
,Jacksonville,0,0,0,0
,Jericho,0,0,0,0
,Johnson,0,0,0,0
,Jonesboro,0,0,0,0
,Judsonia,0,0,0,0
,Kensett,0,0,0,0
,Lake City,0,0,0,0
,Lakeview,0,0,0,0
,Lake Village,0,0,0,0
,Lamar,0,0,0,0
,Lewisville,0,0,0,0
,Lincoln,0,0,0,0
,Little Flock,0,0,0,0
,Little Rock,0,0,0,0
,Lonoke,0,0,0,0
,Lowell,0,0,0,0
,Luxora,0,0,0,0
,Madison,0,0,0,0
,Magnolia,0,0,0,0
,Mammoth Spring,0,0,0,0
,Marianna,0,0,0,0
,Marion,0,0,0,0
,Marked Tree,0,0,0,0
,Marmaduke,0,0,0,0
,Marshall,0,0,0,0
,Marvell,0,0,0,0
,Maumelle,0,0,0,0
,Mayflower,0,0,0,0
,McCrory,0,0,0,0
,McGehee,0,0,0,0
,McRae,0,0,0,0
,Mena,0,0,0,0
,Menifee,0,0,0,0
,Mineral Springs,0,0,0,0
,Monette,0,0,0,0
,Monticello,0,0,0,0
,Morrilton,0,0,0,0
,Mountainburg,0,0,0,0
,Mountain Home,0,0,0,0
,Mountain View,0,0,0,0
,Mulberry,0,0,0,0
,Murfreesboro,0,0,0,0
,Nashville,0,0,0,0
,Newport,0,0,0,0
,Norfork,0,0,0,0
,North Little Rock,0,0,0,0
,Ola,0,0,0,0
,Osceola,0,0,0,0
,Ozark,0,0,0,0
,Paragould,0,0,0,0
,Paris,0,0,0,0
,Pea Ridge,0,0,0,0
,Perryville,0,0,0,0
,Piggott,0,0,0,0
,Pine Bluff,0,0,0,0
,Plumerville,0,0,0,0
,Pocahontas,0,0,0,0
,Pottsville,0,0,0,0
,Prairie Grove,0,0,0,0
,Prescott,0,0,0,0
,Quitman,0,0,0,0
,Ravenden,0,0,0,0
,Redfield,0,0,0,0
,Rogers,0,0,0,0
,Rose Bud,0,0,0,0
,Russellville,0,0,0,0
,Salem,0,0,0,0
,Shannon Hills,0,0,0,0
,Sheridan,0,0,0,0
,Sherwood,0,0,0,0
,Siloam Springs,0,0,0,0
,Stamps,0,0,0,0
,Star City,0,0,0,0
,St. Charles,0,0,0,0
,Stuttgart,0,0,0,0
,Sulphur Springs,0,0,0,0
,Swifton,0,0,0,0
,Texarkana,0,0,0,0
,Trumann,0,0,0,0
,Tuckerman,0,0,0,0
,Van Buren,0,0,0,0
,Vilonia,0,0,0,0
,Waldron,0,0,0,0
,Walnut Ridge,0,0,0,0
,Ward,0,0,0,0
,Warren,0,0,0,0
,Weiner,0,0,0,0
,West Fork,0,0,0,0
,West Memphis,0,0,0,0
,White Hall,0,0,0,0
,Wilson,0,0,0,0
,Wynne,0,0,0,0
,Beebe,0,0,0,0
,Jonesboro,0,0,0,0
,Newport,0,0,0,0
,Arkansas Tech University,0,0,0,0
,Henderson State University,0,0,0,0
,Southern Arkansas University,0,0,0,0
,Fayetteville,0,0,0,0
,Little Rock,0,0,0,0
,Medical Sciences,0,0,0,0
,Monticello,0,0,0,0
,Pine Bluff,0,0,0,0
,University of Arkansas Community College at Morrilton,0,0,0,0
,University of Central Arkansas,0,0,0,0
,Benton,0,0,0,0
,Cleveland,0,0,0,0
,Craighead,0,0,0,0
,Crawford,0,0,0,0
,Crittenden,0,0,0,0
,Faulkner,0,0,0,0
,Franklin,0,0,0,0
,Garland,0,0,0,0
,Grant,0,0,0,0
,Jefferson,0,0,0,0
,Lincoln,0,0,0,0
,Little River,0,0,0,0
,Lonoke,0,0,0,0
,Madison,0,0,0,0
,Miller,0,0,0,0
,Perry,0,0,0,0
,Poinsett,0,0,0,0
,Pulaski,0,0,0,0
,Saline,0,0,0,0
,Sebastian,0,0,0,0
,Washington,0,0,0,0
,Arkansas,0,0,0,0
,Ashley,0,0,0,0
,Baxter,0,0,0,0
,Boone,0,0,0,0
,Bradley,0,0,0,0
,Calhoun,0,0,0,0
,Carroll,0,0,0,0
,Chicot,0,0,0,0
,Clark,0,0,0,0
,Clay,0,0,0,0
,Cleburne,0,0,0,0
,Columbia,0,0,0,0
,Conway,0,0,0,0
,Drew,0,0,0,0
,Fulton,0,0,0,0
,Hempstead,0,0,0,0
,Howard,0,0,0,0
,Independence,0,0,0,0
,Izard,0,0,0,0
,Jackson,0,0,0,0
,Johnson,0,0,0,0
,Lee,0,0,0,0
,Marion,0,0,0,0
,Mississippi,0,0,0,0
,Monroe,0,0,0,0
,Pike,0,0,0,0
,Prairie,0,0,0,0
,Randolph,0,0,0,0
,Scott,0,0,0,0
,Searcy,0,0,0,0
,Sevier,0,0,0,0
,St. Francis,0,0,0,0
,Union,0,0,0,0
,Van Buren,0,0,0,0
,White,0,0,0,0
,Woodruff,0,0,0,0
,Yell,0,0,0,0
,Camp Robinson,0,0,0,0
,Northwest Arkansas Regional Airport,0,0,0,0
,State Capitol Police,0,0,0,0
California,Agoura Hills,0,0,0,0
,Albany,0,0,0,0
,Alhambra,0,0,0,0
,Aliso Viejo,0,0,0,0
,Alturas,0,0,0,0
,American Canyon,0,0,0,0
,Anaheim,0,0,0,0
,Anderson,0,0,0,0
,Angels Camp,0,0,0,0
,Arcadia,0,0,0,0
,Arcata,0,0,0,0
,Arroyo Grande,0,0,0,0
,Artesia,0,0,0,0
,Atherton,0,0,0,0
,Atwater,0,0,0,0
,Avalon,0,0,0,0
,Avenal,0,0,0,0
,Baldwin Park,0,0,0,0
,Banning,0,0,0,0
,Barstow,0,0,0,0
,Bear Valley,0,0,0,0
,Belvedere,0,0,0,0
,Benicia,0,0,0,0
,Biggs,0,0,0,0
,Bishop,0,0,0,0
,Blythe,0,0,0,0
,Bradbury,0,0,0,0
,Brawley,0,0,0,0
,Broadmoor,0,0,0,0
,Buellton,0,0,0,0
,Burlingame,0,0,0,0
,Calabasas,0,0,0,0
,California City,0,0,0,0
,Calimesa,0,0,0,0
,Calistoga,0,0,0,0
,Campbell,0,0,0,0
,Canyon Lake,0,0,0,0
,Carmel,0,0,0,0
,Carpinteria,0,0,0,0
,Carson,0,0,0,0
,Cerritos,0,0,0,0
,Chowchilla,0,0,0,0
,Clayton,0,0,0,0
,Cloverdale,0,0,0,0
,Colma,0,0,0,0
,Colton,0,0,0,0
,Colusa,0,0,0,0
,Commerce,0,0,0,0
,Corcoran,0,0,0,0
,Corning,0,0,0,0
,Corona,0,0,0,0
,Cotati,0,0,0,0
,Covina,0,0,0,0
,Crescent City,0,0,0,0
,Cudahy,0,0,0,0
,Culver City,0,0,0,0
,Daly City,0,0,0,0
,Dana Point,0,0,0,0
,Danville,0,0,0,0
,Del Mar,0,0,0,0
,Desert Hot Springs,0,0,0,0
,Diamond Bar,0,0,0,0
,Dinuba,0,0,0,0
,Dixon,0,0,0,0
,Dorris,0,0,0,0
,Dos Palos,0,0,0,0
,Downey,0,0,0,0
,Duarte,0,0,0,0
,Dunsmuir,0,0,0,0
,East Palo Alto,0,0,0,0
,Eastvale,0,0,0,0
,El Centro,0,0,0,0
,Encinitas,0,0,0,0
,Escalon,0,0,0,0
,Etna,0,0,0,0
,Exeter,0,0,0,0
,Fairfax,0,0,0,0
,Farmersville,0,0,0,0
,Ferndale,0,0,0,0
,Fillmore,0,0,0,0
,Fort Bragg,0,0,0,0
,Fort Jones,0,0,0,0
,Fortuna,0,0,0,0
,Foster City,0,0,0,0
,Gardena,0,0,0,0
,Glendale,0,0,0,0
,Glendora,0,0,0,0
,Goleta,0,0,0,0
,Gonzales,0,0,0,0
,Grass Valley,0,0,0,0
,Gridley,0,0,0,0
,Grover Beach,0,0,0,0
,Guadalupe,0,0,0,0
,Hanford,0,0,0,0
,Hawaiian Gardens,0,0,0,0
,Healdsburg,0,0,0,0
,Hemet,0,0,0,0
,Hercules,0,0,0,0
,Hidden Hills,0,0,0,0
,Hillsborough,0,0,0,0
,Hollister,0,0,0,0
,Hughson,0,0,0,0
,Huron,,,0,0
,Indian Wells,0,0,0,0
,Indio,,,,0
,Industry,0,0,0,0
,Inglewood,0,0,0,0
,Ione,0,0,0,0
,Irwindale,0,0,0,0
,Isleton,0,0,0,0
,Jackson,0,0,0,0
,Jurupa Valley,0,0,0,0
,Kensington,0,0,0,0
,Kerman,0,0,0,0
,King City,0,0,0,0
,Kingsburg,0,0,0,0
,La Canada Flintridge,0,0,0,0
,Lafayette,0,0,0,0
,Laguna Beach,0,0,0,0
,Laguna Hills,0,0,0,0
,Laguna Niguel,0,0,0,0
,La Habra,,0,0,0
,La Habra Heights,0,0,0,0
,Lake Elsinore,0,0,0,0
,Lakeport,0,0,0,0
,Lake Shastina,,0,0,0
,Lakewood,0,0,0,0
,La Mesa,0,0,0,0
,La Mirada,0,0,0,0
,La Palma,0,0,0,0
,La Puente,0,0,0,0
,La Quinta,0,0,0,0
,La Verne,0,0,0,0
,Lawndale,0,0,0,0
,Lemoore,0,0,0,0
,Lincoln,0,0,0,0
,Lindsay,,,,0
,Livingston,0,0,0,0
,Lodi,,0,0,0
,Loma Linda,0,,0,0
,Lomita,0,0,0,0
,Lompoc,0,,0,0
,Los Alamitos,0,0,0,0
,Los Altos,0,0,0,0
,Los Altos Hills,0,0,0,0
,Los Banos,0,0,0,0
,Los Gatos,0,0,0,0
,Lynwood,0,0,0,0
,Madera,0,0,0,0
,Mammoth Lakes,0,0,0,0
,Manhattan Beach,,,,0
,Manteca,0,0,0,0
,Maywood,0,0,0,0
,McFarland,0,0,0,0
,Mendota,0,0,0,0
,Menifee,0,0,0,0
,Menlo Park,0,0,0,0
,Merced,,0,0,0
,Mill Valley,0,0,0,0
,Milpitas,0,0,0,0
,Monrovia,0,0,0,0
,Montague,0,0,0,0
,Montclair,0,0,0,0
,Monte Sereno,0,0,0,0
,Moorpark,0,0,0,0
,Moraga,0,0,0,0
,Morgan Hill,,,,0
,Morro Bay,0,0,0,0
,Mountain View,0,0,0,0
,Mount Shasta,0,,0,0
,Murrieta,0,0,0,0
,Napa,0,0,0,0
,Needles,0,,0,0
,Nevada City,0,0,0,0
,Newark,0,0,0,0
,Newman,0,0,0,0
,Newport Beach,0,0,0,0
,Norco,0,0,0,0
,Norwalk,0,0,0,0
,Oakley,,0,0,0
,Ojai,0,0,0,0
,Orange Cove,0,0,0,0
,Orinda,0,0,0,0
,Orland,0,0,0,0
,Pacific Grove,0,0,0,0
,Palm Desert,0,0,0,0
,Palos Verdes Estates,0,0,0,0
,Paradise,0,0,0,0
,Paramount,0,0,0,0
,Patterson,0,0,0,0
,Perris,0,0,0,0
,Piedmont,0,0,0,0
,Pinole,0,0,0,0
,Pismo Beach,0,0,0,0
,Placerville,0,0,0,0
,Pleasanton,,0,0,0
,Porterville,0,0,0,0
,Port Hueneme,0,0,0,0
,Rancho Mirage,0,0,0,0
,Rancho Palos Verdes,0,0,0,0
,Reedley,0,0,0,0
,Rio Dell,0,0,0,0
,Rio Vista,,,0,0
,Ripon,0,0,0,0
,Riverbank,0,,0,0
,Rocklin,0,0,0,0
,Rolling Hills,0,0,0,0
,Rolling Hills Estates,0,0,0,0
,Ross,0,0,0,0
,Sand City,,0,0,0
,San Dimas,0,0,0,0
,San Fernando,0,0,0,0
,Sanger,0,0,0,0
,San Jacinto,0,0,0,0
,San Juan Capistrano,0,0,0,0
,San Marino,0,0,0,0
,San Pablo,0,0,0,0
,Santa Barbara,0,0,0,0
,Santa Clara,0,0,0,0
,Santa Fe Springs,0,0,0,0
,Santa Maria,0,,,0
,Santa Paula,0,0,0,0
,Santee,0,0,0,0
,Saratoga,0,0,0,0
,Sausalito,0,0,0,0
,Scotts Valley,0,0,0,0
,Seal Beach,,0,,0
,Sebastopol,0,0,0,0
,Selma,,0,0,0
,Shafter,0,0,0,0
,Sierra Madre,0,0,0,0
,Signal Hill,0,0,0,0
,Simi Valley,0,0,0,0
,Solana Beach,0,0,0,0
,Soledad,0,0,0,0
,Solvang,0,0,0,0
,Sonoma,0,0,0,0
,Sonora,0,0,0,0
,South Gate,0,0,0,0
,South Pasadena,0,0,0,0
,South San Francisco,0,0,0,0
,Stallion Springs,0,0,0,0
,Stanton,0,0,0,0
,St. Helena,0,0,0,0
,Suisun City,0,0,0,0
,Susanville,0,0,0,0
,Sutter Creek,,0,0,0
,Taft,0,0,0,0
,Tehachapi,0,0,0,0
,Temple City,0,0,0,0
,Tiburon,0,0,0,0
,Truckee,0,0,0,0
,Tulare,0,0,0,0
,Tulelake,0,0,0,0
,Tustin,0,0,0,0
,Twentynine Palms,0,,0,0
,Ukiah,0,0,0,0
,Vallejo,0,0,0,0
,Vernon,0,0,0,0
,Victorville,0,,0,0
,Villa Park,0,0,0,0
,Visalia,0,0,0,0
,Vista,0,0,0,0
,Walnut,0,0,0,0
,Waterford,0,0,0,0
,Watsonville,0,0,0,0
,Weed,0,0,0,0
,West Covina,0,0,0,0
,Westlake Village,0,0,0,0
,West Sacramento,0,0,0,0
,Wheatland,0,0,0,0
,Wildomar,0,0,0,0
,Williams,0,0,0,0
,Willits,0,0,0,0
,Winters,0,0,0,0
,Woodlake,0,0,0,0
,Woodland,0,0,0,0
,Yountville,0,0,0,0
,Yreka,0,,0,0
,Yucaipa,0,,0,0
,Allan Hancock College,0,0,0,0
,California State Polytechnic University:,,,,
,Pomona,0,0,0,0
,San Luis Obispo,0,0,0,0
,California State University:,,,,
,Bakersfield,0,0,0,0
,Channel Islands,0,0,0,0
,Dominguez Hills,0,0,0,0
,Fresno,0,0,0,0
,Fullerton,,0,0,0
,Long Beach,0,0,0,0
,Los Angeles,0,0,0,0
,Monterey Bay,0,0,0,0
,Sacramento,0,0,0,0
,San Bernardino,0,0,0,0
,San Jose,0,0,0,0
,San Marcos,,,0,0
,Stanislaus,,0,0,0
,Chaffey College,0,0,0,0
,College of the Sequoias,0,0,0,0
,Contra Costa Community College,0,0,0,0
,Cuesta College,0,0,0,0
,El Camino College,0,0,0,0
,Foothill-De Anza College,,0,0,0
,Irvine Valley College,,0,0,0
,Marin Community College,0,0,0,0
,Mt. San Jacinto College,0,0,0,0
,Pasadena Community College,0,0,0,0
,Riverside Community College,0,0,0,0
,San Bernardino Community College,,,,0
,San Jose/Evergreen Community College,,0,0,0
,Sonoma County Junior College,0,0,0,0
,Sonoma State University,0,0,0,0
,State Center Community College District,0,,0,0
,University of California: ,,,,
,Berkeley,0,0,0,0
,Los Angeles,,0,0,0
,"Medical Center, Sacramento3",0,0,0,0
,Merced,0,0,0,0
,Riverside,0,0,0,0
,San Francisco,0,0,0,0
,Santa Barbara,0,0,0,0
,Santa Cruz,0,0,0,0
,Ventura County Community College District,0,,0,0
,West Valley-Mission College,0,0,0,0
,Alameda,0,0,0,0
,Butte,0,0,0,0
,Contra Costa,0,0,0,0
,El Dorado,,0,0,0
,Fresno,0,0,0,0
,Imperial,0,0,0,0
,Kern,0,0,0,0
,Kings,0,0,0,0
,Madera,0,0,0,0
,Placer,0,0,0,0
,San Benito,0,0,0,0
,San Joaquin,0,0,0,0
,Shasta,,0,0,0
,Solano,,,,0
,Sonoma,0,0,0,0
,Stanislaus,0,0,0,0
,Sutter,0,0,0,0
,Ventura,0,0,0,0
,Yolo,0,0,0,0
,Yuba,0,0,0,0
,Alpine,,0,0,0
,Amador,0,0,0,0
,Calaveras,0,0,0,0
,Colusa,0,0,0,0
,Del Norte,0,0,0,0
,Humboldt,,0,0,0
,Inyo,0,0,0,0
,Lake,0,0,0,0
,Lassen,0,0,0,0
,Mariposa,0,0,0,0
,Modoc,0,0,0,0
,Mono,,0,0,0
,Plumas,0,0,0,0
,Sierra,0,0,0,0
,Siskiyou,0,0,0,0
,Tehama,0,0,0,0
,Trinity,0,0,0,0
,Highway Patrol: ,,,,
,Alameda County,0,0,0,0
,Alpine County,0,0,0,0
,Amador County,0,0,0,0
,Butte County,0,0,0,0
,Calaveras County,0,0,0,0
,Colusa County,0,0,0,0
,Contra Costa County,0,0,0,0
,Del Norte County,0,0,0,0
,El Dorado County,0,0,0,0
,Fresno County,0,0,0,0
,Glenn County,0,0,0,0
,Humboldt County,0,0,0,0
,Imperial County,0,0,0,0
,Inyo County,0,0,0,0
,Kern County,0,0,0,0
,Kings County,0,0,0,0
,Lake County,0,0,0,0
,Lassen County,0,0,0,0
,Los Angeles County,0,0,0,0
,Madera County,0,0,0,0
,Marin County,0,0,0,0
,Mariposa County,0,0,0,0
,Mendocino County,0,0,0,0
,Merced County,0,0,0,0
,Modoc County,0,0,0,0
,Mono County,0,0,0,0
,Monterey County,0,0,0,0
,Napa County,0,0,0,0
,Nevada County,0,0,0,0
,Orange County,0,0,0,0
,Placer County,0,0,0,0
,Plumas County,0,0,0,0
,Riverside County,0,0,0,0
,Sacramento County,0,0,0,0
,San Benito County,0,0,0,0
,San Bernardino County,0,0,0,0
,San Diego County,0,0,0,0
,San Francisco County,0,0,0,0
,San Joaquin County,0,0,0,0
,San Luis Obispo County,0,0,0,0
,San Mateo County,0,0,0,0
,Santa Barbara County,0,0,0,0
,Santa Clara County,0,0,0,0
,Santa Cruz County,0,0,0,0
,Shasta County,0,0,0,0
,Sierra County,0,0,0,0
,Siskiyou County,0,0,0,0
,Solano County,0,0,0,0
,Sonoma County,0,0,0,0
,Stanislaus County,0,0,0,0
,Sutter County,0,0,0,0
,Tehama County,0,0,0,0
,Trinity County,0,0,0,0
,Tulare County,0,0,0,0
,Tuolumne County,0,0,0,0
,Ventura County,0,0,0,0
,Yolo County,0,0,0,0
,Yuba County,0,0,0,0
,Blue Lake Tribal,,,0,0
,Hoopa Valley Tribal,,,0,0
,Los Coyotes Tribal,,0,,
,San Pasqual Band of Mission Indians Tribal,,,0,
,Sycuan Tribal,,,0,0
,Table Mountain Rancheria,,,0,0
,Yurok Tribal,,,0,0
,Atascadero State Hospital,0,0,0,0
,Baldwin Park Unified School District,,,0,0
,California State Fair,0,0,0,0
,Clovis Unified School District,,,0,0
,Coalinga State Hospital,0,0,0,0
,Department of Parks and Recreation: ,,,,
,Angeles,0,0,0,0
,Bay Area,0,0,0,0
,Calaveras County,0,0,0,0
,Capital,0,0,0,0
,Channel Coast,0,0,0,0
,Colorado,0,0,0,0
,Four Rivers District,0,0,0,0
,Gold Fields District,0,0,0,0
,Hollister Hills,0,0,0,0
,Hungry Valley,0,0,0,0
,Inland Empire,0,0,0,0
,Marin County,0,0,0,0
,Monterey County,0,0,0,0
,North Coast Redwoods,0,0,0,0
,Northern Buttes,0,0,0,0
,Oceano Dunes,,,0,0
,Ocotillo Wells,0,0,0,0
,Orange Coast,0,0,0,0
,San Diego Coast,,0,0,0
,San Joaquin,0,0,0,0
,San Luis Obispo Coast,,,0,0
,Santa Cruz Mountains,0,0,0,0
,Sierra,0,0,0,0
,Sonoma,,0,0,0
,Sonoma-Mendocino Coast,,0,0,0
,Tehachapi District,,0,0,0
,Twin Cities,,,,0
,"East Bay Regional Park District, Alameda County",0,0,0,0
,Fairview Developmental Center,0,0,0,0
,Fontana Unified School District,0,0,0,0
,Kern High School District,0,0,0,0
,Los Angeles County Metropolitan Transportation Authority,0,0,0,0
,Metropolitan State Hospital,0,0,0,0
,Monterey Peninsula Airport,,,0,0
,Napa State Hospital,0,0,0,0
,Patton State Hospital,0,0,0,0
,Porterville Developmental Center,0,0,0,0
,San Bernardino Unified School District,0,0,0,0
,San Francisco Bay Area Rapid Transit: ,,,,
,Alameda County,0,0,0,0
,Contra Costa County,0,0,0,0
,San Francisco County,0,0,0,0
,San Mateo County,,0,0,0
,Shasta County Marshal,0,0,0,0
,Stockton Unified School District,0,0,0,0
,Twin Rivers Unified School District,0,0,0,0
,Union Pacific Railroad:,,,,
,Alameda County,0,0,0,0
,Amador County,0,0,0,0
,Butte County,0,0,0,0
,Calaveras County,0,0,0,0
,Colusa County,0,0,0,0
,Contra Costa County,0,0,0,0
,El Dorado County,0,0,0,0
,Fresno County,0,0,0,0
,Glenn County,0,0,0,0
,Humboldt County,0,0,0,0
,Imperial County,0,0,0,0
,Inyo County,0,0,0,0
,Kern County,0,0,0,0
,Kings County,0,0,0,0
,Lassen County,0,0,0,0
,Los Angeles County,0,0,0,0
,Madera County,0,0,0,0
,Marin County,0,0,0,0
,Mendocino County,0,0,0,0
,Merced County,0,0,0,0
,Modoc County,0,0,0,0
,Monterey County,0,0,0,0
,Napa County,0,0,0,0
,Nevada County,0,0,0,0
,Orange County,0,0,0,0
,Placer County,0,0,0,0
,Plumas County,0,0,0,0
,Riverside County,0,0,0,0
,Sacramento County,0,0,0,0
,San Benito County,0,0,0,0
,San Bernardino County,0,0,0,0
,San Francisco County,0,0,0,0
,San Joaquin County,0,0,0,0
,San Luis Obispo County,0,0,0,0
,San Mateo County,0,0,0,0
,Santa Barbara County,0,0,0,0
,Santa Clara County,0,0,0,0
,Santa Cruz County,0,0,0,0
,Shasta County,0,0,0,0
,Sierra County,0,0,0,0
,Siskiyou County,0,0,0,0
,Solano County,0,0,0,0
,Sonoma County,0,0,0,0
,Stanislaus County,0,0,0,0
,Sutter County,0,0,0,0
,Tehama County,0,0,0,0
,Trinity County,0,0,0,0
,Tulare County,0,0,0,0
,Ventura County,0,0,0,0
,Yolo County,0,0,0,0
,Yuba County,0,0,0,0
Colorado,Alamosa,0,0,0,0
,Arvada,0,0,0,0
,Aspen,0,0,0,0
,Ault,0,0,0,0
,Avon,0,0,0,0
,Basalt,0,0,0,0
,Bayfield,0,0,0,0
,Black Hawk,0,0,0,0
,Blue River,0,0,0,0
,Bow Mar,0,0,0,0
,Breckenridge,0,0,0,0
,Brush,0,0,0,0
,Buena Vista,0,0,0,0
,Burlington,0,0,0,0
,Calhan,0,0,0,0
,Center,0,0,0,0
,Cherry Hills Village,0,0,0,0
,Columbine Valley,0,0,0,0
,Cortez,0,0,0,0
,Craig,0,0,0,0
,Crested Butte,0,0,0,0
,Cripple Creek,0,0,0,0
,Dacono,0,0,0,0
,Del Norte,0,0,0,
,Delta,0,0,0,0
,Dillon,0,0,0,0
,Dinosaur,0,0,0,0
,Eagle,0,0,0,0
,Eaton,0,0,0,0
,Elizabeth,0,0,0,0
,Erie,0,0,0,0
,Estes Park,0,0,0,0
,Fairplay,0,0,0,0
,Federal Heights,0,0,0,0
,Firestone,0,0,0,0
,Florence,0,0,0,0
,Fort Lupton,0,,,
,Fort Morgan,0,0,0,0
,Fountain,0,0,0,0
,Fowler,0,0,0,0
,Fraser/Winter Park,0,0,0,0
,Frederick,0,0,0,0
,Fruita,0,0,0,0
,Glendale,0,0,0,0
,Golden,0,0,0,0
,Granby,0,0,0,0
,Greeley,0,0,0,0
,Green Mountain Falls,0,0,0,0
,Gunnison,0,0,0,0
,Gypsum,0,0,0,0
,Haxtun,0,0,0,0
,Hayden,0,0,0,0
,Holyoke,0,0,0,0
,Hotchkiss,0,0,0,0
